t,x,y,z
3,2.77778,3.88889,-0.0283817
3,2.77778,4.44444,-0.0224752
3,2.77778,5,-0.0177978
3,3.33333,0,-0.0169038
3,3.33333,0.555556,-0.0133859
3,3.33333,1.11111,-0.0106002
3,3.33333,1.66667,-0.00839416
3,3.33333,2.22222,-0.00664725
3,3.33333,2.77778,-0.00526389
3,3.33333,3.33333,-0.00416842
3,3.33333,3.88889,-0.00330093
3,3.33333,4.44444,-0.00261397
3,3.33333,5,-0.00206998
3,3.88889,0,0.0766764
3,3.88889,0.555556,0.0607192
3,3.88889,1.11111,0.0480829
3,3.88889,1.66667,0.0380763
3,3.88889,2.22222,0.0301523
3,3.88889,2.77778,0.0238773
3,3.88889,3.33333,0.0189082
3,3.88889,3.88889,0.0149732
3,3.88889,4.44444,0.0118571
3,3.88889,5,0.00938951
3,4.44444,0,0.0762136
3,4.44444,0.555556,0.0603528
3,4.44444,1.11111,0.0477927
3,4.44444,1.66667,0.0378466
3,4.44444,2.22222,0.0299703
3,4.44444,2.77778,0.0237332
3,4.44444,3.33333,0.018794
3,4.44444,3.88889,0.0148828
3,4.44444,4.44444,0.0117855
3,4.44444,5,0.00933285
3,5,0,0.0171346
3,5,0.555556,0.0135687
3,5,1.11111,0.0107449
3,5,1.66667,0.00850878
3,5,2.22222,0.00673801
3,5,2.77778,0.00533576
3,5,3.33333,0.00422533
3,5,3.88889,0.003346
3,5,4.44444,0.00264966
3,5,5,0.00209824
4,0,0,-0.131473
4,0,0.555556,-0.104112
4,0,1.11111,-0.082445
4,0,1.66667,-0.0652873
4,0,2.22222,-0.0517004
4,0,2.77778,-0.040941
4,0,3.33333,-0.0324207
4,0,3.88889,-0.0256736
4,0,4.44444,-0.0203307
4,0,5,-0.0160997
4,0.555556,0,0.204663
4,0.555556,0.555556,0.162071
4,0.555556,1.11111,0.128342
4,0.555556,1.66667,0.101633
4,0.555556,2.22222,0.0804819
4,0.555556,2.77778,0.0637328
4,0.555556,3.33333,0.0504693
4,0.555556,3.88889,0.0399661
4,0.555556,4.44444,0.0316488
4,0.555556,5,0.0250623
4,1.11111,0,0.257579
4,1.11111,0.555556,0.203974
4,1.11111,1.11111,0.161525
4,1.11111,1.66667,0.12791
4,1.11111,2.22222,0.101291
4,1.11111,2.77778,0.080211
4,1.11111,3.33333,0.0635183
4,1.11111,3.88889,0.0502995
4,1.11111,4.44444,0.0398316
4,1.11111,5,0.0315422
4,1.66667,0,0.0920736
4,1.66667,0.555556,0.0729121
4,1.66667,1.11111,0.0577383
4,1.66667,1.66667,0.0457224
4,1.66667,2.22222,0.0362071
4,1.66667,2.77778,0.028672
4,1.66667,3.33333,0.0227051
4,1.66667,3.88889,0.0179799
4,1.66667,4.44444,0.0142381
4,1.66667,5,0.011275
4,2.22222,0,-0.082736
4,2.22222,0.555556,-0.0655178
4,2.22222,1.11111,-0.0518828
4,2.22222,1.66667,-0.0410855
4,2.22222,2.22222,-0.0325352
4,2.22222,2.77778,-0.0257643
4,2.22222,3.33333,-0.0204024
4,2.22222,3.88889,-0.0161565
4,2.22222,4.44444,-0.0127942
4,2.22222,5,-0.0101316
4,2.77778,0,-0.128537
4,2.77778,0.555556,-0.101787
4,2.77778,1.11111,-0.0806042
4,2.77778,1.66667,-0.0638297
4,2.77778,2.22222,-0.050546
4,2.77778,2.77778,-0.0400269
4,2.77778,3.33333,-0.0316969
4,2.77778,3.88889,-0.0251004
4,2.77778,4.44444,-0.0198768
4,2.77778,5,-0.0157402
4,3.33333,0,-0.0581089
4,3.33333,0.555556,-0.0460158
4,3.33333,1.11111,-0.0364395
4,3.33333,1.66667,-0.028856
4,3.33333,2.22222,-0.0228508
4,3.33333,2.77778,-0.0180953
4,3.33333,3.33333,-0.0143295
4,3.33333,3.88889,-0.0113474
4,3.33333,4.44444,-0.00898586
4,3.33333,5,-0.00711581
4,3.88889,0,0.0308793
4,3.88889,0.555556,0.024453
4,3.88889,1.11111,0.0193641
4,3.88889,1.66667,0.0153342
4,3.88889,2.22222,0.012143
4,3.88889,2.77778,0.00961592
4,3.88889,3.33333,0.00761475
4,3.88889,3.88889,0.00603004
4,3.88889,4.44444,0.00477513
4,3.88889,5,0.00378137
4,4.44444,0,0.0628635
4,4.44444,0.555556,0.049781
4,4.44444,1.11111,0.039421
4,4.44444,1.66667,0.0312171
4,4.44444,2.22222,0.0247205
4,4.44444,2.77778,0.0195759
4,4.44444,3.33333,0.0155019
4,4.44444,3.88889,0.0122758
4,4.44444,4.44444,0.0097211
4,4.44444,5,0.00769804
4,5,0,0.0344294
4,5,0.555556,0.0272643
4,5,1.11111,0.0215903
4,5,1.66667,0.0170972
4,5,2.22222,0.0135391
4,5,2.77778,0.0107214
4,5,3.33333,0.00849019
4,5,3.88889,0.0067233
4,5,4.44444,0.00532411
4,5,5,0.00421611
5,0,0,-0.236985
5,0,0.555556,-0.187666
5,0,1.11111,-0.148611
5,0,1.66667,-0.117683
5,0,2.22222,-0.0931921
5,0,2.77778,-0.0737979
5,0,3.33333,-0.0584398
5,0,3.88889,-0.0462779
5,0,4.44444,-0.0366469
5,0,5,-0.0290203
5,0.555556,0,0.052704
5,0.555556,0.555556,0.0417358
5,0.555556,1.11111,0.0330501
5,0.555556,1.66667,0.026172
5,0.555556,2.22222,0.0207254
5,0.555556,2.77778,0.0164122
5,0.555556,3.33333,0.0129967
5,0.555556,3.88889,0.0102919
5,0.555556,4.44444,0.00815006
5,0.555556,5,0.00645395
5,1.11111,0,0.193711
5,1.11111,0.555556,0.153397
5,1.11111,1.11111,0.121474
5,1.11111,1.66667,0.0961938
5,1.11111,2.22222,0.0761749
5,1.11111,2.77778,0.0603221
5,1.11111,3.33333,0.0477684
5,1.11111,3.88889,0.0378273
5,1.11111,4.44444,0.0299551
5,1.11111,5,0.0237211
5,1.66667,0,0.132712
5,1.66667,0.555556,0.105093
5,1.66667,1.11111,0.0832221
5,1.66667,1.66667,0.0659027
5,1.66667,2.22222,0.0521877
5,1.66667,2.77778,0.0413269
5,1.66667,3.33333,0.0327263
5,1.66667,3.88889,0.0259156
5,1.66667,4.44444,0.0205223
5,1.66667,5,0.0162514
5,2.22222,0,-0.00790971
5,2.22222,0.555556,-0.00626362
5,2.22222,1.11111,-0.0049601
5,2.22222,1.66667,-0.00392785
5,2.22222,2.22222,-0.00311042
5,2.22222,2.77778,-0.00246311
